ht_type,label,k,rep,set_mops,fill,capacity,fill_factor,exit,status,log
8,dramhit,30,4,1571,1488477239,2147483648,0.693126,0,ok,dramhit_ht8_k30_r4_20260915-190131.log
8,dramhit,30,5,1574,1488477239,2147483648,0.693126,0,ok,dramhit_ht8_k30_r5_20260915-190131.log
8,dramhit,31,1,1571,1522525464,2147483648,0.708981,0,ok,dramhit_ht8_k31_r1_20260915-190131.log
8,dramhit,31,2,1565,1522525464,2147483648,0.708981,0,ok,dramhit_ht8_k31_r2_20260915-190131.log
8,dramhit,31,3,1575,1522525464,2147483648,0.708981,0,ok,dramhit_ht8_k31_r3_20260915-190131.log
8,dramhit,31,4,1571,1522525464,2147483648,0.708981,0,ok,dramhit_ht8_k31_r4_20260915-190131.log
8,dramhit,31,5,1574,1522525464,2147483648,0.708981,0,ok,dramhit_ht8_k31_r5_20260915-190131.log
8,dramhit,32,1,1564,1556257953,2147483648,0.724689,0,ok,dramhit_ht8_k32_r1_20260915-190131.log
8,dramhit,32,2,1553,1556257953,2147483648,0.724689,0,ok,dramhit_ht8_k32_r2_20260915-190131.log
8,dramhit,32,3,1551,1556257953,2147483648,0.724689,0,ok,dramhit_ht8_k32_r3_20260915-190131.log
8,dramhit,32,4,1557,1556257953,2147483648,0.724689,0,ok,dramhit_ht8_k32_r4_20260915-190131.log
8,dramhit,32,5,1565,1556257953,2147483648,0.724689,0,ok,dramhit_ht8_k32_r5_20260915-190131.log
1,dramhit-p,10,1,1432,1048575,2147483648,0.0004882807843387127,0,ok,dramhit-p_ht1_k10_r1_20260915-190131.log
1,dramhit-p,10,2,1432,1048575,2147483648,0.0004882807843387127,0,ok,dramhit-p_ht1_k10_r2_20260915-190131.log
1,dramhit-p,10,3,1143,1048575,2147483648,0.0004882807843387127,0,ok,dramhit-p_ht1_k10_r3_20260915-190131.log
1,dramhit-p,10,4,1415,1048575,2147483648,0.0004882807843387127,0,ok,dramhit-p_ht1_k10_r4_20260915-190131.log
1,dramhit-p,10,5,1426,1048575,2147483648,0.0004882807843387127,0,ok,dramhit-p_ht1_k10_r5_20260915-190131.log
1,dramhit-p,11,1,1411,4194303,2147483648,0.0019531245343387127,0,ok,dramhit-p_ht1_k11_r1_20260915-190131.log
1,dramhit-p,11,2,1411,4194303,2147483648,0.0019531245343387127,0,ok,dramhit-p_ht1_k11_r2_20260915-190131.log
